ID,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth
1627,77297,0,0,84,408,61,109,48,122,41,1,5,7,9,4
938,40211,1,1,30,51,1,7,2,1,25,2,2,1,2,8
2740,33438,1,1,81,62,1,16,3,2,6,4,2,1,4,5
257,75032,0,1,74,952,12,180,47,12,12,2,5,4,9,3
4058,61284,0,0,76,618,15,106,20,7,45,1,11,2,8,6
7736,22518,1,0,36,11,7,12,2,2,27,2,2,1,2,5
8210,54730,0,1,64,318,3,17,4,7,56,5,4,1,8,4
833,38452,1,1,62,56,0,14,0,0,2,3,3,0,3,7
6230,44421,1,1,53,110,5,59,7,1,7,5,5,0,4,8
7325,38197,1,0,86,23,0,11,2,1,3,1,1,0,3,5
1307,41986,0,1,15,27,5,8,8,3,12,3,3,0,4,4
1502,28427,1,0,67,18,3,19,3,3,6,2,2,0,3,8
6211,37395,1,0,47,18,0,9,0,1,11,1,1,0,3,6
843,64722,1,0,47,303,0,280,60,147,15,4,8,2,11,6
4174,55249,0,1,81,97,1,19,2,0,11,1,2,1,4,3
9757,84906,0,0,98,997,15,414,99,30,76,1,5,6,12,2
6918,28691,1,0,56,5,4,13,8,0,4,1,1,0,3,8
286,44213,1,1,48,95,11,35,0,4,7,4,2,1,5,6
11086,25707,1,0,18,1,6,2,3,6,3,1,1,0,3,7
1921,59062,2,1,74,46,1,12,3,0,9,2,2,0,3,4
4138,76624,0,1,68,411,106,147,54,115,66,1,5,10,7,1
7718,66000,0,0,36,244,51,270,101,0,45,1,1,3,5,1
1291,27683,1,0,90,152,9,121,12,12,45,4,6,2,4,8
6862,1730,0,0,65,1,1,3,1,1,1,15,0,0,0,20
4136,7500,1,0,63,10,17,18,8,26,40,4,3,2,2,9
803,40521,1,1,82,12,0,5,0,0,4,1,0,1,2,5
4298,20427,1,0,63,5,0,4,0,0,1,1,1,0,2,8
10833,65106,0,1,55,790,19,133,12,0,19,3,8,3,13,6
9606,69969,0,0,64,882,29,514,38,29,44,1,4,2,6,3
8534,67433,0,2,51,615,28,259,12,48,30,4,6,5,13,4
5153,77766,0,1,97,1004,59,265,115,59,27,2,11,10,11,6
961,74716,0,1,92,133,27,421,13,195,71,2,7,3,5,4
5011,68118,0,1,51,595,23,123,10,23,154,2,8,9,4,6
6653,55158,1,1,72,293,0,87,4,11,23,4,7,2,5,7
9094,62972,0,1,39,313,15,47,20,0,192,2,7,4,3,6
810,74190,0,1,49,151,81,86,168,91,64,2,4,2,11,2
5493,39356,1,1,21,15,0,2,0,0,6,1,1,0,2,6
2147,76653,0,0,91,736,63,946,219,189,126,1,4,7,11,2
5107,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5
3979,90687,0,0,98,982,17,672,23,34,51,1,6,2,8,2
6049,73450,0,0,85,1142,51,415,90,69,37,1,7,8,11,3
8147,31454,1,1,40,28,0,11,0,0,9,3,2,0,3,8
1857,47139,1,1,2,46,0,12,0,2,23,2,2,1,2,7
3910,83829,0,0,78,897,161,430,186,161,27,0,4,7,6,1
5207,53378,1,1,41,489,6,152,8,6,132,10,9,4,6,8
11114,19656,1,0,94,25,4,9,6,8,32,3,2,1,3,7
5429,45579,0,1,10,145,1,33,2,1,1,1,4,1,4,6
9400,85485,0,0,73,630,26,611,44,18,54,1,6,6,6,2
1740,55956,0,0,22,760,38,104,50,9,38,2,7,3,4,4
7488,64191,0,1,30,420,15,186,151,38,15,3,5,3,13,3
195,38808,1,0,21,125,17,52,3,19,30,4,5,1,4,8
635,57183,1,1,51,464,5,64,7,0,70,8,9,1,7,8
7527,23748,1,0,97,6,6,29,12,15,8,3,2,1,3,8
10319,66303,0,1,56,1090,12,96,16,12,60,4,3,4,11,8
2296,37368,1,0,4,3,2,11,2,2,10,1,1,0,2,6
10637,40800,1,2,77,24,0,27,8,30,10,2,3,0,3,7
2931,71847,0,0,95,737,21,106,55,63,210,0,6,7,9,3
907,46149,0,1,36,254,6,71,4,0,27,5,5,1,7,5
3698,78687,0,0,13,817,185,687,145,55,241,1,4,6,8,2
9516,49118,0,0,90,620,54,239,99,98,119,2,9,7,10,7
679,37633,1,1,49,13,4,20,0,0,1,2,1,0,3,9
7384,39767,0,0,18,113,61,204,34,26,47,2,7,1,7,8
5043,26997,0,0,89,7,23,78,133,49,144,2,4,2,5,7
5267,33986,1,0,43,16,2,18,2,1,5,1,1,0,3,7
339,57091,0,1,82,462,0,24,6,0,4,2,9,2,5,7
2516,46831,1,1,84,22,2,10,6,4,34,2,1,2,2,4
9010,83151,0,0,80,968,147,842,137,42,210,1,5,7,10,2
378,52531,0,0,68,283,112,151,51,72,125,2,7,2,10,6
4808,15759,0,0,12,1,2,5,6,0,3,1,1,0,2,7
5068,22804,1,0,75,14,1,7,2,1,1,1,2,0,2,9
7628,43050,1,0,10,30,5,24,6,3,8,2,2,0,4,5
7128,42997,1,1,91,4,0,5,0,1,5,1,1,0,2,7
2811,48918,1,1,21,52,0,9,0,0,1,2,1,0,4,4
3551,60033,0,1,28,62,1,57,19,11,48,2,2,1,5,2
1663,34043,1,0,97,20,2,14,3,0,10,1,2,0,2,9
5543,57811,0,1,49,545,7,114,37,21,78,5,7,2,11,5
1577,78569,0,0,14,558,79,622,207,175,95,1,4,6,4,1
10641,7500,1,1,5,6,5,4,13,4,25,4,2,1,3,6
5336,157733,1,0,37,39,1,9,2,0,8,0,1,0,1,1
6024,94384,0,0,62,1111,24,790,160,45,172,0,5,8,5,2
1878,23148,0,0,83,4,6,8,6,3,10,1,2,0,3,7
3099,44267,1,1,48,183,5,65,3,5,49,5,5,2,4,9
6055,71626,0,0,94,546,72,376,94,145,72,1,5,5,8,3
5841,60894,0,1,61,606,7,155,10,0,54,5,10,3,8,7
3972,50200,1,1,70,266,6,51,8,6,64,6,7,1,5,8
4394,81051,0,0,43,1142,29,249,38,29,14,1,5,5,12,2
5758,65169,0,0,23,1074,0,69,0,0,46,1,10,4,13,6
6658,59868,0,1,37,771,51,154,54,10,154,7,11,2,12,6
4603,65695,0,1,50,371,32,189,0,58,6,2,5,4,10,4
8427,64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4
10260,45143,0,1,74,202,5,74,11,5,14,3,6,1,5,7
7143,74805,0,1,14,209,162,209,41,162,37,5,4,7,10,2
8789,59060,1,0,77,35,40,111,36,40,12,3,3,1,7,4
6197,27238,1,1,39,37,0,17,0,0,3,3,3,0,3,9
4554,47009,0,1,89,171,45,73,59,10,90,4,3,2,8,4
4937,46094,1,1,62,12,2,20,3,2,5,1,1,0,3,7
1920,40321,1,1,59,44,4,21,6,0,27,2,3,0,3,7
8749,37235,1,0,68,20,2,9,4,6,20,1,1,1,2,4
1650,81843,0,0,13,779,86,537,34,69,138,1,5,9,12,3
10377,46692,0,1,37,170,6,97,24,12,88,3,6,1,5,6
9206,77382,0,1,36,491,48,231,112,105,134,2,5,7,12,1
10971,37774,2,0,28,173,8,107,7,2,176,4,7,2,3,9
6398,18393,1,0,2,7,10,13,16,0,4,2,3,0,3,8
9212,72828,0,1,17,1205,0,235,19,14,205,6,6,3,13,7
7937,24711,0,0,86,10,7,25,6,3,7,1,3,0,3,7
839,45503,1,0,54,97,4,44,6,1,18,1,3,1,4,5
4246,6560,0,0,2,67,11,26,4,3,262,0,1,0,1,17
158,71604,0,0,3,345,53,528,98,75,97,1,8,3,5,4
4832,27244,1,0,84,6,5,17,3,24,46,2,2,2,2,7
5621,48752,1,1,8,73,57,100,71,15,0,5,6,1,5,9
1945,71434,0,1,4,711,36,217,172,96,168,3,7,4,7,4
5147,90842,0,0,57,774,70,118,182,187,93,1,4,9,13,1
2535,88097,1,0,24,163,0,480,0,126,75,1,6,5,8,9
11039,51948,0,1,51,82,33,54,71,30,41,2,5,2,4,5
9495,71853,0,0,29,358,108,413,141,97,32,1,2,8,6,1
9635,35876,0,0,13,66,2,40,4,3,14,1,3,1,3,6
2173,40049,0,1,23,13,6,7,0,3,3,1,1,0,3,6
942,39660,1,0,36,139,13,78,20,13,36,3,7,1,3,9
9386,50127,0,1,88,274,0,21,4,6,15,1,5,1,6,6
5510,43263,0,1,2,262,6,61,0,10,102,3,5,2,6,5
873,62845,1,1,3,1099,0,45,0,0,34,11,3,4,10,8
2253,18929,0,0,15,32,0,8,23,4,18,1,1,0,4,6
5181,24367,1,0,58,2,4,2,0,11,5,1,1,0,2,9
979,33249,1,0,11,6,10,21,19,14,42,2,2,1,3,6
10390,26887,0,1,27,6,7,4,3,4,6,1,1,0,3,6
4698,50150,0,0,32,135,46,92,65,61,11,2,5,2,7,5
7793,62061,0,1,12,641,7,84,0,30,38,3,10,4,7,6
1745,85696,0,0,88,714,76,395,116,0,12,1,4,6,9,1
10590,76542,0,0,91,794,73,573,0,29,14,1,4,8,10,2
5080,70515,0,0,12,420,0,452,182,64,140,1,6,6,4,2
8369,18227,1,0,21,1,2,7,4,3,11,1,0,1,2,8
5232,69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4
2407,69109,0,0,10,823,25,459,124,29,95,1,6,6,7,4
3834,69627,0,1,35,231,161,215,171,30,53,2,8,2,11,5
7912,38136,1,0,69,8,15,27,0,20,33,2,3,1,2,8
7712,62159,0,0,68,182,17,259,77,70,29,1,6,2,10,4
1065,80695,0,0,85,557,129,984,193,37,18,1,5,8,5,2
7275,33316,1,1,34,79,1,31,4,4,12,3,2,1,4,6
1343,58554,1,1,55,368,24,68,38,0,88,6,8,2,6,7
1384,17256,1,0,10,6,4,14,8,8,22,2,2,1,2,8
9967,53034,1,1,30,160,15,196,15,11,50,8,6,1,7,8
6181,52203,0,0,36,488,21,238,56,108,28,1,8,7,11,6
10507,59601,0,1,14,691,7,69,0,7,23,4,2,2,7,8
2674,75154,0,1,79,543,10,205,160,143,82,1,6,3,6,3
2698,47025,0,1,52,254,7,108,20,0,26,3,6,3,5,6
3231,37971,1,0,97,5,4,10,2,2,7,1,1,0,3,8
4096,41335,1,0,24,112,19,21,16,14,5,3,4,1,4,7
10476,67267,0,1,0,134,11,59,15,2,30,1,3,2,5,2
5948,57338,0,1,96,143,6,52,11,8,17,2,4,1,5,5
9140,50523,1,1,89,51,4,24,4,7,1,2,2,0,4,6
10258,35791,2,1,94,27,0,5,0,0,3,2,1,0,3,8
5675,50611,0,1,98,459,0,24,6,0,4,6,4,5,7,6
4743,56242,0,1,72,689,8,167,11,8,88,5,8,4,11,6
8805,48904,0,1,1,283,10,38,0,13,27,4,7,2,4,8
1542,56243,1,2,26,347,0,35,4,3,7,6,4,2,8,5
6770,21355,1,0,5,5,13,14,0,5,31,2,2,1,2,6
8773,57420,0,1,22,280,0,18,0,0,24,3,5,1,6,7
10475,,0,1,39,187,5,65,26,20,14,2,4,2,6,5
10420,46390,0,1,56,95,14,64,2,9,38,1,4,2,3,7
7514,54342,1,1,74,84,10,34,11,10,28,4,3,1,4,6
2902,,1,1,87,19,4,12,2,2,6,1,1,0,3,5
4345,,1,1,49,5,1,9,2,0,4,1,1,0,2,7
793,20895,1,0,24,18,3,17,3,0,4,1,2,0,3,9
10909,92344,0,0,9,992,24,694,51,19,119,0,5,10,5,1
3769,,1,0,17,25,1,13,0,0,3,1,1,0,3,7
8702,26907,1,1,10,9,1,7,0,3,2,2,1,0,3,7
4791,44964,1,1,35,19,1,17,2,0,2,1,1,0,3,8
2963,75507,0,0,56,709,93,374,104,80,80,1,8,6,6,3
8216,53761,1,1,7,158,0,76,13,7,71,6,4,4,3,5
8140,22682,1,0,51,10,14,29,4,2,36,3,2,1,4,4
10146,38887,1,0,17,25,1,13,0,0,3,1,1,0,3,7
5289,41658,1,1,30,8,4,12,15,4,29,2,1,1,2,4
2587,29791,1,0,21,14,0,6,0,0,0,2,2,0,3,5
4405,63915,0,2,2,622,7,115,30,0,15,2,6,3,12,5
8663,39996,1,1,85,11,0,3,0,0,1,1,1,0,2,6
2589,26759,1,0,65,25,3,16,8,5,2,2,2,1,3,6
3421,63841,0,1,64,635,15,100,20,7,131,1,9,3,9,6
10490,51039,1,1,11,100,64,79,65,0,109,2,6,2,4,7
4094,60544,1,1,92,201,2,43,3,5,35,4,5,1,5,6
9958,65685,0,1,54,642,14,49,0,7,57,1,9,2,9,5
2534,37716,0,1,4,97,1,41,6,2,41,2,4,1,3,7
4188,36864,0,1,53,204,5,39,17,0,89,3,5,2,4,8
6613,44511,1,0,39,513,7,133,46,14,14,6,8,4,8,8
10827,36947,1,1,49,88,3,21,4,1,29,4,3,0,4,9
5491,47352,0,1,70,172,12,112,8,0,15,4,6,1,5,7
8402,67087,0,1,40,329,35,222,130,35,43,2,7,5,8,4
8783,57045,0,1,40,296,13,104,11,13,17,3,4,2,9,3
10010,36957,1,1,43,100,2,16,2,1,31,4,3,2,2,9
618,69389,0,1,17,422,7,238,69,46,15,1,7,2,12,4
9121,80134,1,0,40,1218,16,272,104,0,80,2,5,3,6,6
361,43142,1,1,84,5,1,7,2,1,4,1,1,0,2,7
4310,80589,0,0,25,507,93,520,242,40,26,1,5,10,5,1
2678,34412,1,0,62,52,12,50,4,36,55,3,5,0,3,9
6376,57537,1,0,83,191,56,139,51,8,100,4,4,3,8,4
524,22634,0,0,47,2,23,11,8,6,46,1,2,1,2,8
10341,51315,0,0,45,68,28,39,16,30,41,1,2,2,5,2
5654,36026,2,1,34,20,4,10,6,4,17,2,2,0,3,6
4098,24639,1,1,3,20,3,16,0,4,1,3,2,0,4,6
5824,34578,2,1,1,7,0,1,0,0,0,1,1,0,2,6
7000,65704,0,0,18,279,172,74,38,8,246,1,2,10,10,1
2561,63810,0,1,45,977,12,253,16,12,101,4,4,3,12,8
5229,54132,0,1,81,30,1,8,0,0,3,1,1,0,3,7
4086,18690,0,0,77,6,1,7,23,4,19,1,1,1,2,8
2428,28164,1,0,23,3,18,26,11,8,12,3,2,0,4,7
8254,34596,1,0,48,14,0,2,0,0,7,1,1,0,2,8
2836,43269,1,0,61,10,1,7,0,0,1,1,1,0,2,8
8418,38741,1,1,60,7,10,17,8,6,13,2,2,0,3,7
1362,31907,0,0,75,33,87,64,175,16,74,1,6,1,6,7
7152,27100,1,0,64,12,0,13,2,0,10,1,1,0,3,7
10033,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6
9349,92533,0,0,84,693,21,118,110,147,42,1,6,5,11,2
274,34853,1,1,75,9,3,15,2,3,2,2,2,0,3,6
3388,70844,1,1,16,129,26,67,3,67,2,5,6,1,5,7
922,31086,1,1,79,16,2,11,3,0,16,2,1,1,2,8
8588,60544,1,1,92,201,2,43,3,5,35,4,5,1,5,6
2518,20491,0,0,16,5,4,5,4,2,10,1,0,1,2,7
574,42523,0,0,96,14,36,11,3,26,35,1,1,1,4,2
3220,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8
5967,33402,1,1,60,26,2,19,10,5,8,3,2,1,3,8
1183,36408,1,1,11,9,1,4,3,2,3,1,1,0,2,6
6856,21645,1,0,75,14,0,23,4,5,19,3,3,0,3,9
4530,78427,0,0,36,972,19,595,180,26,138,3,3,7,10,3
1553,82657,0,0,71,966,168,672,246,105,126,1,7,5,10,4
4682,51876,0,0,88,99,27,102,28,48,6,1,2,2,8,1
8204,78041,0,0,93,482,35,553,72,160,17,1,4,4,9,2
5221,52852,0,1,93,714,8,99,11,0,47,4,10,7,5,8
1232,70038,0,0,54,587,54,348,71,54,130,1,4,4,8,2
1927,69401,0,1,41,399,27,159,58,8,39,4,4,4,5,2
5788,46053,1,0,46,56,10,92,19,7,25,3,3,2,4,5
6652,77343,0,0,28,227,151,573,98,54,31,1,3,4,9,1
6246,73892,0,0,40,703,102,601,0,58,43,1,3,11,8,1
5975,40304,1,0,82,37,0,17,0,0,3,1,2,0,3,7
6875,32727,0,0,38,167,13,180,86,13,70,2,7,3,5,8
4399,68695,0,0,3,458,81,356,106,50,40,1,4,4,7,2
4042,43300,0,1,87,91,3,52,2,1,31,3,4,0,4,8
2157,26290,1,1,49,15,8,16,11,5,22,4,2,0,4,6
10133,93790,0,0,16,1302,68,731,89,114,45,0,6,7,12,2
2525,38410,0,0,65,153,64,123,116,64,14,2,5,2,9,6
8233,64866,0,1,9,508,5,21,7,5,10,4,7,3,7,5
9483,57957,0,1,24,290,59,177,77,5,29,7,4,6,8,3
2945,46015,1,1,25,38,0,2,0,0,6,1,1,0,3,7
10403,16531,1,0,43,2,13,6,7,5,11,3,3,0,3,7
5074,28072,1,0,10,30,0,10,2,0,5,1,1,0,3,7
10524,49476,0,1,29,386,23,95,54,41,196,4,2,11,5,2
4690,50725,0,1,45,443,10,75,0,10,48,4,8,1,8,8
7521,83844,0,0,57,901,31,345,75,31,191,1,4,4,11,1
7196,41145,1,1,20,9,0,3,0,0,1,1,0,0,3,3
4406,67419,0,1,29,846,84,352,91,56,42,4,9,4,8,5
9672,23162,1,1,82,8,3,9,19,4,22,3,1,1,3,6
4864,34380,1,0,68,72,7,58,13,1,24,4,4,1,3,8
4706,34704,0,1,65,29,0,5,0,1,5,1,1,0,3,5
4070,94871,0,2,99,169,24,553,188,0,144,1,8,5,4,7
25,65148,0,1,9,460,35,422,33,12,153,2,6,6,7,4
3697,39898,0,1,20,69,8,26,12,7,12,2,3,0,4,7
217,64857,0,0,78,556,14,717,210,0,43,1,7,5,10,4
4220,59892,0,1,26,73,0,13,0,1,0,1,2,1,3,3
5286,41020,0,0,68,112,1,54,7,7,36,1,3,2,4,3
9559,57072,0,1,79,944,0,60,0,0,30,2,7,5,13,5
2849,60474,0,1,25,265,199,303,234,9,170,7,10,2,12,7
7787,62807,0,1,83,526,28,135,10,21,99,3,5,3,12,5
3102,19414,1,0,32,2,3,12,3,5,7,1,1,0,3,8
5868,19107,1,0,49,2,4,9,10,5,16,2,1,0,3,7
8370,75484,0,1,50,378,97,259,197,194,34,2,7,3,6,4
9988,70379,0,1,84,553,25,142,65,67,8,3,6,3,13,4
2939,79419,0,0,96,751,127,687,20,15,31,1,4,6,4,2
5529,64014,2,1,56,406,0,30,0,0,8,7,8,2,5,7
9743,76998,0,1,85,1449,89,161,69,35,107,2,11,8,8,6
5763,49854,1,0,63,123,17,171,39,0,30,5,6,2,5,6
3478,60585,1,1,17,267,42,309,55,42,21,10,7,4,9,5
7494,42873,1,1,11,209,0,40,3,2,15,4,6,1,4,8
1763,87679,0,0,62,1259,172,815,97,148,33,1,7,11,10,4
7250,57867,1,0,48,344,35,178,15,23,17,7,7,2,9,6
2005,35765,1,0,86,22,3,30,0,5,15,2,2,0,4,6
10770,65492,0,0,73,247,161,295,210,85,47,2,4,7,13,2
6885,32952,1,0,36,38,0,12,3,1,1,1,2,0,3,7
2072,53374,0,1,34,896,10,101,13,10,34,6,4,2,9,9
9463,71706,0,1,16,931,56,253,91,98,14,4,9,5,7,5
6318,68487,0,0,48,758,12,385,33,89,89,1,9,7,13,4
4093,53253,1,1,61,216,9,57,20,9,125,7,4,3,5,5
5751,31163,1,0,54,2,3,10,11,2,10,1,1,0,3,6
3340,42014,1,0,56,244,15,108,4,15,50,6,7,1,6,8
3594,54108,1,1,74,539,6,91,8,6,97,13,8,2,9,8
3584,49667,0,0,35,1181,26,120,17,13,39,2,5,10,5,8
3643,63206,0,0,65,750,8,125,11,8,26,1,4,3,6,2
851,57136,1,1,48,306,5,109,21,109,92,9,5,2,10,6
7706,46772,0,1,88,350,104,189,197,151,57,6,11,8,5,8
3967,78931,0,0,19,331,197,170,58,152,35,1,2,8,13,1
10128,53977,0,1,21,620,16,165,0,24,82,5,5,5,12,5
486,84219,0,0,27,434,137,400,45,137,45,1,3,4,10,1
9,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8
9451,73538,0,1,92,811,76,428,99,137,107,3,10,4,9,7
9264,79529,0,0,1,423,42,706,73,197,197,1,4,8,9,2
3865,20981,0,0,14,2,12,10,6,13,30,1,3,1,2,8
2853,51766,1,0,74,60,51,87,6,20,51,2,4,2,4,5
1490,55759,0,1,84,675,0,85,10,7,77,5,10,3,8,8
6310,33039,1,0,4,30,8,12,8,8,12,1,2,0,4,5
10380,37787,1,0,50,40,1,40,4,3,18,1,3,0,3,8
3887,27242,1,0,2,3,17,26,20,1,39,2,2,0,3,9
4278,87188,0,0,73,910,111,724,49,74,55,1,10,2,6,3
8643,69930,0,0,21,252,98,827,219,70,196,1,4,5,12,3
1998,37697,1,0,82,34,6,21,11,4,8,1,2,1,3,6
10795,37401,1,0,14,19,3,19,3,1,3,2,2,0,3,7
11110,3502,1,0,56,2,1,1,0,0,1,0,0,0,0,14
2408,58597,1,1,20,490,0,184,10,28,21,12,7,4,9,7
202,82032,0,0,54,332,194,377,149,125,57,0,4,6,7,1
7998,28087,1,1,77,53,8,17,13,0,21,3,2,2,2,7
830,74004,0,0,5,784,48,560,42,176,48,1,4,6,4,3
3536,19740,0,1,65,7,11,3,10,4,20,2,1,1,3,5
6050,57036,0,1,33,1171,43,219,19,14,47,4,6,3,13,9
125,53083,1,1,65,215,7,33,3,0,13,6,5,1,5,7
3463,69283,0,1,41,674,62,134,0,26,8,4,7,3,13,5
2804,46098,1,1,86,57,0,27,0,0,36,4,3,2,2,8
3745,23331,1,0,92,5,36,7,0,10,45,2,3,0,3,8
9771,23331,1,0,97,104,20,101,24,15,5,6,5,1,5,9
451,9255,1,0,91,9,0,7,2,0,4,1,1,1,2,8
10530,67786,0,0,0,431,82,441,80,20,102,1,3,6,6,1
1079,71969,0,1,59,1000,0,76,0,0,10,3,3,4,9,8
8920,59235,1,0,4,448,40,469,80,0,91,3,11,2,12,7
6678,31928,1,0,5,33,4,24,4,2,5,2,3,0,4,7
3852,74881,1,1,48,505,72,270,36,27,54,4,9,2,12,5
528,65819,0,0,99,267,38,701,149,165,63,1,5,4,10,3
73,51411,1,2,81,14,0,3,0,0,1,1,0,0,3,5
5589,51983,0,1,95,631,0,115,10,7,30,3,9,2,10,7
10212,42386,1,0,43,65,4,16,0,4,11,1,3,0,3,8
6365,30390,0,0,5,10,12,12,25,1,20,1,2,0,3,6
5636,30983,0,0,50,51,4,50,12,1,49,1,4,0,3,8
591,66033,0,1,76,293,35,179,46,59,65,2,8,3,7,7
2217,37284,1,1,46,11,1,2,2,1,6,1,0,0,3,6
2544,57530,0,1,68,50,1,27,6,7,1,1,1,1,4,1
7725,76800,0,0,33,173,26,255,35,71,81,1,4,4,7,1
8091,63943,0,1,50,423,184,368,13,97,21,1,6,4,6,5
7321,76081,0,0,85,292,30,415,63,33,200,1,4,5,4,2
5462,67445,0,1,63,757,80,217,29,80,11,5,9,6,12,6
7791,37054,1,1,89,12,1,6,0,1,5,2,1,0,3,7
955,47175,1,1,81,167,2,44,6,2,19,7,4,2,4,8
4037,31859,1,0,77,3,1,3,8,0,5,1,1,0,2,7
6642,27215,2,1,50,30,5,22,8,9,28,4,2,1,4,6
2793,70179,0,1,10,532,88,168,69,44,133,3,7,3,13,5
5424,39922,1,0,30,29,12,59,19,1,36,2,3,0,4,8
879,49681,0,2,66,411,0,26,0,0,21,6,7,1,7,7
9530,24645,1,0,16,5,3,4,4,1,0,1,1,0,2,8
4828,79865,0,1,12,71,99,278,185,121,38,1,5,10,5,1
10699,44322,1,0,30,46,0,40,3,0,3,2,3,0,3,8
1497,47958,0,1,8,268,11,88,15,3,22,2,6,3,5,5
7476,63972,0,1,93,928,63,254,0,12,12,4,5,4,10,4
4390,75315,0,1,14,459,15,171,142,23,31,2,5,4,12,2
10478,55517,1,1,53,483,0,108,0,6,36,5,11,1,6,9
1081,75283,1,2,26,733,9,180,12,19,66,11,6,3,5,4
4261,82800,0,0,23,1006,22,115,59,68,45,1,7,6,12,3
9916,38998,1,1,92,34,1,14,0,0,5,3,2,0,3,8
5350,90638,0,0,29,1156,120,915,94,144,96,1,3,4,10,1
8135,27161,1,0,41,7,4,23,7,0,11,1,1,0,3,7
8685,42014,1,0,56,244,15,108,4,15,50,6,7,1,6,8
4967,38201,0,1,19,233,0,23,0,0,12,4,5,1,5,8
2130,45203,2,0,4,35,3,67,10,8,24,1,3,1,3,6
9298,81574,0,0,89,1252,0,465,46,35,0,1,4,5,8,1
8175,34935,0,0,71,34,4,66,3,10,20,1,2,1,4,7
6257,60482,0,1,81,255,43,134,37,14,24,1,7,2,7,7
3790,34633,2,1,31,8,1,5,0,0,1,1,1,0,2,6
9952,78093,0,0,53,368,32,639,13,43,10,1,4,7,5,1
3503,82460,0,0,78,255,47,573,52,32,15,1,5,3,6,1
5223,45903,0,1,80,33,8,10,2,10,3,2,2,1,3,4
4608,81361,0,0,18,163,23,424,27,65,76,1,3,10,13,1
1626,35860,1,1,37,15,0,8,4,2,20,2,1,1,2,5
4764,40442,1,1,52,45,12,52,25,22,13,4,3,1,4,7
2471,61482,0,0,39,48,58,68,16,66,43,1,3,2,6,2
5892,34968,1,0,11,158,6,45,8,2,2,7,3,2,5,7
2612,75794,0,0,33,754,160,625,63,32,48,1,7,5,12,3
4971,31497,0,1,22,108,1,28,13,1,4,2,3,1,4,8
5185,74268,0,0,83,199,66,315,97,174,41,1,4,3,5,2
10069,13724,1,0,43,2,7,5,2,15,27,1,2,0,2,9
2262,45143,0,1,74,202,5,74,11,5,14,3,6,1,5,7
1131,52569,0,1,54,85,0,3,0,0,7,1,2,0,4,3
1041,48432,0,1,3,322,3,50,4,3,42,5,7,1,6,8
24,17144,1,1,96,18,2,19,0,2,6,5,3,0,4,7
3409,36108,1,0,68,141,8,129,3,11,47,3,7,1,4,9
7022,76445,1,0,2,739,107,309,140,80,35,1,2,5,13,6
7943,36663,1,0,40,18,0,6,3,3,5,1,1,1,3,2
5272,53843,0,1,64,378,0,88,19,4,73,4,8,5,3,7
5453,90226,0,0,26,1083,108,649,253,151,108,1,4,7,12,2
2565,70638,0,0,69,1016,12,215,16,12,63,1,4,5,10,3
800,44512,1,1,57,23,1,6,0,0,2,2,1,0,3,4
11092,27116,1,1,78,12,1,21,2,2,3,2,2,0,3,7
5062,54072,1,1,71,35,0,4,0,0,0,1,2,0,2,8
8969,71855,0,1,59,548,31,422,0,112,28,4,5,5,11,3
4656,51250,1,0,28,342,32,230,34,32,40,5,10,5,4,9
4480,60432,0,1,61,365,3,15,4,3,11,5,7,2,5,6
9971,65526,0,1,22,397,19,69,12,0,9,1,4,4,8,2
6729,68655,0,0,95,456,19,832,75,118,38,1,4,5,11,3
1773,12393,0,0,38,5,6,15,11,7,13,1,2,0,3,9
9242,64509,0,0,19,836,185,575,24,25,77,1,6,3,9,4
1764,33955,1,0,92,100,2,128,23,7,10,4,5,1,5,8
6215,31353,1,1,24,10,0,10,3,1,7,2,1,1,2,8
10099,55434,1,0,21,238,115,215,169,69,76,3,5,3,13,4
5423,28359,1,0,35,6,0,5,2,1,2,1,1,0,2,7
940,57100,1,0,9,158,11,99,15,11,17,2,3,2,7,3
3011,69139,0,1,23,86,12,75,33,15,6,1,4,1,5,4
3298,52973,0,1,92,856,0,76,12,9,199,7,9,6,9,8
8286,51717,0,1,55,98,1,17,0,1,5,1,3,0,4,7
9668,18793,1,0,14,4,16,20,0,17,20,3,2,0,4,8
5120,66664,0,0,78,398,96,447,220,96,32,1,5,7,6,3
6097,50664,1,1,64,313,8,104,6,4,126,9,8,1,6,9
7019,54414,1,1,49,109,18,16,24,26,18,4,3,1,5,4
7408,54549,0,1,8,216,2,6,0,0,9,2,5,1,4,7
8041,47111,0,1,35,595,71,153,120,112,41,6,3,2,10,9
252,41003,0,0,11,123,133,142,71,44,88,1,6,2,8,6
9986,19444,1,0,8,16,0,23,3,2,10,3,4,1,2,7
3276,36301,1,0,53,11,12,35,3,5,12,1,3,0,3,7
3859,73059,0,1,36,410,112,420,0,82,71,1,9,3,13,4
